,group,intersection_density_km,street_density_km,buildings_density,natural_terrain_density,pubs_dist_to_nearest,education_buildings_dist_to_nearest,entertainment_buildings_dist_to_nearest,shops_dist_to_nearest,office_dist_to_nearest,pubs_share,education_buildings_share,entertainment_buildings_share,shops_share,office_share,average_dist_to_any_public_transport_stop,mode_dist_to_any_public_transport_stop,cycleways_to_highways,all_railways_to_highway,avg_dist_from_building_to_center,average_dist_to_park,average_dist_to_greenland,average_street_length,circuity_avg,one_way_percentage,share_of_separated_streets,streets_in_radius_of_100_m,avg_dist_between_crossroads,circuity,avg_distance_to_5_buildings,distance_between_buildings,buildings_density_in_2km_radius,avg_building_area,network_orientation,circuity_between_crossroads,streets_per_node_avg,buildings_uniformity,share_of_buildings_near_center,traffic_lights_share,trunk_percentage,primary_percentage,secondary_percentage,tertiary_percentage
"Kaufbeuren, Germany",1,35.76872706676244,6393.459895598611,0.06723285064493713,0.16830319580448522,171.8296952232177,264.0283852573959,562.1909432836293,99.5251566184382,438.692022516119,0.00884277955716474,0.00271549923408996,0.001392563709789723,0.02165436568723019,0.00215847375017407,194.4165730660111,110.0,0.480091420759686,0.16696396714818226,1984.8256932793354,861.6048331974589,184.50394649777883,109.89270921450156,1.0916040572081942,0.14784205693296604,0.19742883379247012,11.254361799816346,132.17465834078155,1.4501421305804156,27.083886330036343,15.485633721828115,0.2065747041412016,191.2182679388389,0.3408522137297626,1.1033155392261051,2.75,0.4640251575637407,0.25173900946021144,0.0018360780189676715,0.020202020202020204,0.04315886134067952,0.0881542699724518,0.1487603305785124
"Aschaffenburg, Germany",1,25.837762459347424,4887.130927745086,0.06472538334447557,0.18989461404210545,168.36071696923494,412.3230368531585,575.4322861541845,71.46737639840413,234.52371751738156,0.01778557114228457,0.0043837675350701395,0.0018787575150300603,0.04872244488977956,0.010082665330661322,148.88292034023408,100.0,0.23120311785472056,0.3942395660035316,2184.79355504054,494.3985118520769,297.12658595234484,112.85792831903082,1.062546163566397,0.1927252985884908,0.13192182410423453,11.492399565689466,140.0826080382437,1.384211574866827,30.5544721434305,17.98281274394959,0.21756100580555415,259.4981564321626,0.1436643559903962,1.0745481715537677,2.7578070784177653,0.4463240347866557,0.2824632697718037,0.0019724850853016867,0.04288816503800217,0.06351791530944625,0.16395222584147665,0.15743756786102062
"Dachau, Germany",1,26.309072690285912,5499.641197192816,0.06228315928397976,0.09224880705322136,251.21504988162152,419.1582614105506,1332.0327075653627,145.16019476787858,632.6232792808071,0.0097990200979902,0.0021997800219978004,0.0006999300069993001,0.016798320167983202,0.0019998000199979997,186.5041390117016,130.0,0.3285951554447095,0.3159711465544011,1573.7059766406726,708.2432249446277,270.4289904952851,126.78444575936895,1.0571345658060367,0.07087486157253599,0.19269102990033224,9.644518272425248,143.71448256685042,1.344457356869455,29.101428879928843,17.79455127282289,0.17967836998361933,219.53316127808404,0.3928750358901627,1.0724110307401566,2.731283422459893,0.449661683125298,0.31198801198801196,0.0012907047108382213,0.03654485049833888,0.0011074197120708748,0.17497231450719822,0.10741971207087486
"Freising, Germany",1,9.399714892893039,2392.9268818592873,0.03263684919540665,0.18181832939402048,255.63428334842342,344.43719463974196,739.2347867785602,121.81035931635796,199.8557443737439,0.011882628728477892,0.0036375394066769057,0.0012125131355589685,0.02877697841726619,0.010185110338695336,154.83584121310142,120.0,0.38197788806386135,0.23945696160066496,1969.8084825075387,1039.542267749884,182.71496974940484,152.53071848739478,1.0788687199906062,0.16419019316493313,0.20208023774145614,9.326894502228829,180.07338216644033,1.4145164009773994,32.5196020133508,19.127508982893797,0.19503860129011874,237.7276678812158,0.1894641605722892,1.082593400376863,2.657488986784141,0.3498499805978401,0.5699532031628207,0.0008941084773710377,0.034918276374442794,0.062407132243684986,0.2674591381872214,0.07800891530460624
"Schweinfurt, Germany",1,33.71184298724341,6437.049785282175,0.08378901886322479,0.11152177666935367,201.8730323041871,259.6849251729448,548.2516662265809,87.23467003780847,372.55013240347694,0.01985382349732737,0.006545216537580453,0.0019635649612741355,0.04254390749427293,0.005017999345478346,141.07890449219602,100.0,0.5210284859673178,0.3204174267627819,1491.8881079712407,423.0901745114169,195.40243802861752,116.24608561236627,1.0696019872564635,0.30675593426658554,0.10529519172245892,13.699330493000607,143.15151214424534,1.4709916786101265,32.28448416555205,19.269147202370405,0.19022483040164906,339.4848984726858,0.15791847422899888,1.0873316784246487,2.8320802005012533,0.4739920467821557,0.3924766253533377,0.003911043533131783,0.024345709068776627,0.09007912355447352,0.13085818624467438,0.06390748630553865
"Rosenheim, Germany",1,29.049062594539308,5982.40516065139,0.08343231053900207,0.12966243034686029,174.26010390053466,469.8110582731083,811.7369096581729,83.27786634500414,247.23865250886098,0.016096734442390636,0.0033887861983980284,0.0010782501540357364,0.04020332717190389,0.00585335797905114,167.9445758519163,140.0,0.2769598815339417,0.3867989172500128,2038.6032992486087,751.204417306316,298.871359215081,123.76918710134669,1.0607613123238944,0.11575178997613365,0.1545346062052506,11.036396181384248,143.62805757038151,1.4599557161584975,31.44623758993671,18.584774588753568,0.2391146387953811,240.0891398305837,0.2102930421371008,1.070800674258438,2.744186046511628,0.5368735814778989,0.17321016166281755,0.002472911806306201,0.0071599045346062064,0.019689737470167064,0.2243436754176611,0.04355608591885442
"Neu-Ulm, Germany",1,16.39024232955216,3607.638135264435,0.04770538042071642,0.14196141546624594,333.3536249953733,616.2000871487622,514.0464751901128,113.27106920046732,382.6228509869001,0.012385357058869641,0.002821980089362703,0.004076193462412793,0.02908207258759897,0.005957513521987928,194.7049673614557,160.0,0.4398233021021339,0.1909608266135296,3831.587643363477,1600.5367851582585,256.8215373595129,132.9170824847253,1.0606968575122422,0.204582651391162,0.14511729405346427,11.97545008183306,163.57623216447269,1.355750609825665,35.43356508434829,21.4778220383279,0.2363672008437015,307.2112713455954,0.3938041879649353,1.0742945399370856,2.7154639175257733,0.4071418641801384,0.1609015495382689,0.0011109747554821788,0.033278777959629025,0.024004364429896344,0.1756683033278778,0.1854882705946536
"Hof, Germany",1,21.137230143107594,4739.280796868235,0.05640568577813575,0.1619300709738671,190.7708912995973,210.52990224982952,958.4547351069457,128.75656163037831,278.2761450994197,0.01571617521201276,0.0053683964833112895,0.000933634171010659,0.023029642884929587,0.009180736014938145,170.0717094251609,100.0,0.11959499407941715,0.3132151238317157,2032.3435933887106,711.0971649128661,281.77427046959264,131.06399720044791,1.0645001359020914,0.21269412559081705,0.15530047265361244,11.193112761647537,155.25589603604197,1.4175085210365734,32.5569063765395,19.06447146170605,0.2200600574874785,257.63393743688795,0.1536214081379888,1.074032562491681,2.825847123719464,0.4410620596591071,0.30473970473970474,0.001293670321031378,0.035111411208642807,0.13639432815665092,0.11816340310600945,0.14584740040513167
"Amberg, Germany",1,19.6516860503068,4115.5955582807865,0.05660672021963375,0.18904753887900527,227.92799294784558,241.72527114786212,698.3207893899623,106.57317759777948,359.41678752586324,0.010347615198059823,0.004203718674211803,0.0010509296685529508,0.02918350848827809,0.003395311236863379,205.75286296233173,100.0,0.1610711449560685,0.15307779738256375,1805.5061505139504,855.0888892517676,316.1216758720367,119.65422693726916,1.0563507617666597,0.07274011299435028,0.240819209039548,9.96186440677966,137.97693596979556,1.3863530966062707,32.048692791399226,19.217615402800547,0.20526103545973015,231.39365996287475,0.15541589096943262,1.0701663006392097,2.5122887864823347,0.4599708811833599,0.3304516441787186,0.0008343628876052343,0.0,0.11087570621468927,0.1137005649717514,0.11016949152542373
"Weiden in der Oberpfalz, Germany",1,15.50127024721749,3456.773015007263,0.043284797285806885,0.12190237567715695,225.78817711918026,702.1106852177196,435.0286196689996,74.83622144722959,321.8085979107382,0.016609163122843617,0.0028083126053117225,0.0010430875391157829,0.04509347669100538,0.007381850276819386,169.8465693556484,110.0,0.2758342149140501,0.2706518784549491,2275.547751503107,894.7759728255301,409.1728880471032,131.28693464788742,1.0674192876913382,0.08486562942008488,0.1958981612446959,9.685289957567186,145.79336449446797,1.3805878547800765,33.06949828692921,19.436714620505462,0.18440893756901414,247.44558088783268,0.2918661147132585,1.0778097464672178,2.718202589489718,0.40172560077015496,0.30418768516294337,0.0009248724508671004,0.0,0.09335219236209336,0.11951909476661952,0.07072135785007072
