,osmid
56107,118215503
56108,205106288
56109,787511012
56110,787511012
56111,118215502
56112,118215503
56113,156984724
56114,156984724
56115,787511012
56116,787511012
56117,81391809
56118,81391809
56119,75399212
56120,81391802
56121,81391802
56122,25322677
56123,134414484
56124,134414484
56125,75399212
56126,75399212
56127,623471136
56128,623471136
56129,180638314
56130,75399212
56131,75399212
56132,25322677
56133,75399212
56134,75399212
56135,334054565
56136,75399212
56137,75399212
56138,379357543
56139,379357546
56140,75399212
56141,75399212
56142,217499922
56143,75399212
56144,75399212
56145,217499936
56146,75399212
56147,75399212
56148,21925115
56149,75399212
56150,75399212
56151,25049287
56152,75399212
56153,75399212
56154,40770105
56155,74889106
56156,75399212
56157,148469658
56158,25049287
56159,25049287
56160,74523515
56161,127052510
56162,379357552
56163,578815535
56164,379357552
56165,83093382
56166,25049286
56167,284104155
56168,284104155
56169,25049288
56170,217115640
56171,28013871
56172,497862951
56173,549978819
56174,25049288
56175,686500127
56176,25049288
56177,25049288
56178,47461730
56179,47461730
56180,42403908
56181,42403908
56182,93144343
56183,128212105
56184,25049288
56185,25049288
56186,217499934
56187,217499929
56188,217499923
56189,25071849
56190,720477895
56191,720477895
56192,217499930
56193,217499927
56194,217499933
56195,507282426
56196,42404066
56197,42404066
56198,561541693
56199,561541693
56200,271692694
56201,271692694
56202,708056660
56203,708056660
56204,271692694
56205,271692694
56206,271692694
56207,271692694
56208,271692694
56209,271692694
56210,271692694
56211,271692694
56212,103307161
56213,708056660
56214,271692694
56215,271692694
56216,83093374
56217,83093374
56218,271692694
56219,271692694
56220,271692694
56221,271692694
56222,103307161
56223,271692694
56224,460602599
56225,460602599
56226,103307161
56227,561541693
56228,561541693
56229,83093590
56230,101511464
56231,101511464
56232,166705923
56233,224814473
56234,708056658
56235,7953725
56236,533071452
56237,533071452
56238,224814473
56239,224510684
56240,224510684
56241,491974207
56242,491974207
56243,561541693
56244,561541693
56245,561541693
56246,561541693
56247,419827574
56248,776128416
56249,561541693
56250,561541693
56251,224814473
56252,491974207
56253,491974207
56254,561541693
56255,561541693
56256,80877963
56257,80877963
56258,80877972
56259,80877972
56260,233788228
56261,224814473
56262,80877972
56263,80877972
56264,233788228
56265,233788228
56266,233788227
56267,185605284
56268,185605284
56269,80877966
56270,80877966
56271,491974207
56272,491974207
56273,185605284
56274,185605284
56275,185605284
56276,185605284
56277,82800628
56278,82800628
56279,103307171
56280,72050011
56281,72050011
56282,47461730
56283,47461730
56284,185605284
56285,185605284
56286,185605284
56287,185605284
56288,103307171
56289,103307171
56290,103307171
56291,828286593
56292,828286593
56293,103307171
56294,80877965
56295,80877965
56296,80877965
56297,80877965
56298,80877965
56299,80877965
56300,80877965
56301,80877965
56302,29228657
56303,29228657
56304,233788227
56305,80877965
56306,80877965
56307,233788227
56308,233788227
56309,233788228
56310,780899055
56311,780899055
56312,103307171
56313,561541693
56314,561541693
56315,26770029
56316,26770029
56317,103307171
56318,194705023
56319,25732173
56320,25732173
56321,22766067
56322,589092473
56323,589092473
56324,29259865
56325,807536045
56326,26770029
56327,26770029
56328,4910494
56329,26770489
56330,26770489
56331,26116024
56332,260028416
56333,26770489
56334,26770489
56335,26770489
56336,26770489
56337,26116024
56338,589092473
56339,589092473
56340,589092473
56341,589092473
56342,26116024
56343,589092473
56344,589092473
56345,26116024
56346,224814470
56347,26116024
56348,589092473
56349,589092473
56350,589092473
56351,589092473
56352,26116024
56353,802212048
56354,802212048
56355,26116024
56356,26770489
56357,26770489
56358,224814469
56359,26116024
56360,788425538
56361,788425538
56362,26116024
56363,38318140
56364,38318140
56365,706217333
56366,540444228
56367,540444228
56368,194705023
56369,194705023
56370,706217333
56371,38318140
56372,38318140
56373,216231365
56374,706217333
56375,38318140
56376,38318140
56377,706797038
56378,648167638
56379,720475840
56380,720475840
56381,38318140
56382,38318140
56383,699075247
56384,699075247
56385,38318140
56386,38318140
56387,166704108
56388,166704108
56389,706797038
56390,189431085
56391,189431085
56392,26116273
56393,26116273
56394,40776779
56395,40776779
56396,82215368
56397,82215368
56398,304948516
56399,304948516
56400,706797038
56401,25659151
56402,25659151
56403,431783000
56404,38318140
56405,38318140
56406,706797039
56407,38318140
56408,38318140
56409,216231365
56410,166704108
56411,166704108
56412,706797039
56413,706797039
56414,454743776
56415,654797643
56416,84161748
56417,706797039
56418,802226384
56419,802226384
56420,706797039
56421,706797039
56422,29333779
56423,29333779
56424,34239012
56425,34239012
56426,40751139
56427,427571790
56428,427571790
56429,431783000
56430,431783000
56431,124811269
56432,124811269
56433,22939342
56434,101511464
56435,101511464
56436,224856498
56437,217152687
56438,224857979
56439,26485422
56440,224867537
56441,224857979
56442,154078461
56443,370498224
56444,699075247
56445,699075247
56446,21913273
56447,224867537
56448,802226384
56449,802226384
56450,802226384
56451,802226384
56452,802226384
56453,802226384
56454,217499926
56455,264018796
56456,227996315
56457,227996315
56458,224870487
56459,224510657
56460,224510657
56461,240444407
56462,240444407
56463,699075247
56464,699075247
56465,699075247
56466,699075247
56467,720378003
56468,720378003
56469,699075247
56470,699075247
56471,699075247
56472,699075247
56473,93227337
56474,93227337
56475,93227341
56476,93227341
56477,25437948
56478,25437948
56479,699075247
56480,699075247
56481,54442270
56482,720552252
56483,720552252
56484,720463639
56485,720463639
56486,162096775
56487,162096775
56488,564146049
56489,564146049
56490,93227349
56491,93227349
56492,699075247
56493,699075247
56494,699075247
56495,699075247
56496,720475841
56497,720475841
56498,93227332
56499,93227332
56500,25438187
56501,475351445
56502,164634793
56503,736928567
56504,736928567
56505,720477895
56506,720477895
56507,553075705
56508,718712230
56509,718712230
56510,718712233
56511,718712233
56512,279021117
56513,164634793
56514,224814473
56515,163501390
56516,163501390
56517,173491528
56518,776492224
56519,264018788
56520,776492224
56521,431783006
56522,829263696
56523,829263696
56524,164634793
56525,738046638
56526,156925474
56527,322736558
56528,322736559
56529,776492223
56530,776492224
56531,829263696
56532,156925474
56533,217505542
56534,26465744
56535,26197700
56536,26197700
56537,153920538
56538,153920538
56539,247800797
56540,247800797
56541,218323941
56542,218323960
56543,428067500
56544,686500129
56545,218323950
56546,218323968
56547,720375298
56548,218323971
56549,25117110
56550,40716890
56551,218323984
56552,29597066
56553,29597066
56554,218323992
56555,218323953
56556,218323987
56557,218323990
56558,264018791
56559,218323989
56560,217499927
56561,218323965
56562,196713930
56563,443771082
56564,216572548
56565,216993327
56566,157917783
56567,157917783
56568,224904420
56569,29401294
56570,533071451
56571,55536059
56572,55536059
56573,240433121
56574,240433125
56575,224904420
56576,224904420
56577,224904420
56578,830013640
56579,224904420
56580,120343612
56581,220579881
56582,220579881
56583,27128284
56584,27128284
56585,536337102
56586,536337102
56587,536337102
56588,536337102
56589,536337102
56590,512767759
56591,536337102
56592,120343612
56593,120343612
56594,512767759
56595,512767759
56596,83334299
56597,83334299
56598,224904420
56599,25130416
56600,23257854
56601,23257854
56602,224904420
56603,217300257
56604,312128012
56605,456151813
56606,82800604
56607,82800604
56608,224814473
56609,224904420
56610,533071452
56611,553153645
56612,224904418
56613,813408229
56614,5095981
56615,21141075
56616,80526316
56617,173295820
56618,813417001
56619,681473508
56620,681473508
56621,681473508
56622,681473508
56623,681473508
56624,681473508
56625,681473508
56626,681473508
56627,177077717
56628,177077717
56629,73306216
56630,681463823
56631,455473133
56632,681463823
56633,681463823
56634,25047290
56635,681463823
56636,547762248
56637,558910190
56638,558910190
56639,558910190
56640,558910190
56641,558910190
56642,93281798
56643,224923071
56644,77882935
56645,95943483
56646,95943488
56647,558910190
56648,558910190
56649,77882935
56650,77882935
56651,558910190
56652,77882935
56653,77882935
56654,47461642
56655,47461642
56656,77882935
56657,77882935
56658,26295868
56659,46203321
56660,77882935
56661,109599467
56662,623047745
56663,623047745
56664,156691803
56665,156691803
56666,109599467
56667,109599467
56668,197701532
56669,26294241
56670,80526317
56671,109599467
56672,558910190
56673,80526317
56674,314334463
56675,314334472
56676,224923071
56677,47461730
56678,47461730
56679,558910190
56680,29597086
56681,29597086
56682,163811663
56683,795748787
56684,795748787
56685,545319989
56686,545319989
56687,216231365
56688,22766118
56689,24788592
56690,540315636
56691,22766118
56692,22766132
56693,546566861
56694,546566861
56695,101511510
56696,101511545
56697,48705329
56698,48705329
56699,7953725
56700,83093415
56701,124591374
56702,148073475
56703,148073475
56704,101511464
56705,101511464
56706,561541693
56707,561541693
56708,462176034
56709,22766132
56710,22766132
56711,192965216
56712,22766132
56713,22766132
56714,22766132
56715,22766132
56716,298772737
56717,22939335
56718,252950121
56719,252950121
56720,22766132
56721,22766132
56722,22766132
56723,788425538
56724,788425538
56725,22766132
56726,22766132
56727,22766133
56728,22766132
56729,22766132
56730,431783010
56731,574844843
56732,590568361
56733,224814476
56734,552853683
56735,720463642
56736,47461730
56737,47461730
56738,431783010
56739,22766132
56740,93227334
56741,93227334
56742,431783010
56743,93227339
56744,93227339
56745,47461730
56746,47461730
56747,431783010
56748,453609840
56749,795748789
56750,795748789
56751,163812422
56752,163812422
56753,720463663
56754,746148423
56755,788425538
56756,788425538
56757,114324803
56758,184234824
56759,546566861
56760,224815235
56761,22938885
56762,32828707
56763,184234824
56764,28013871
56765,304948516
56766,224815235
56767,32828707
56768,32828707
56769,32828707
56770,776546858
56771,32828707
56772,32828707
56773,776546858
56774,776546858
56775,776546858
56776,776546858
56777,776546858
56778,776546858
56779,101511464
56780,101511464
56781,185002018
56782,29597066
56783,29597066
56784,185002019
56785,173292450
56786,173292450
56787,640989041
56788,776546858
56789,776546858
56790,776546858
56791,640989042
56792,640989042
56793,776546858
56794,776546858
56795,83334299
56796,83334299
56797,640989042
56798,640989042
56799,224814474
56800,431783006
56801,640989042
56802,640989042
56803,120285562
56804,640989042
56805,640989042
56806,180638763
56807,640989042
56808,640989042
56809,640989042
56810,640989042
56811,640989042
56812,640989042
56813,148469665
56814,22766215
56815,741844252
56816,775883360
56817,533071453
56818,533071453
56819,26197700
56820,26197700
56821,693874505
56822,431783006
56823,693874505
56824,120343811
56825,120343811
56826,431783006
56827,454743456
56828,454743457
56829,116236336
56830,116236336
56831,28013340
56832,84968021
56833,84968025
56834,229072656
56835,229076158
56836,431783006
56837,23487283
56838,623471136
56839,623471136
56840,24157369
56841,47461730
56842,47461730
56843,431783006
56844,125138276
56845,125138276
56846,125138274
56847,125138276
56848,125138276
56849,125138276
56850,125138276
56851,43928669
56852,101511510
56853,58378297
56854,58378297
56855,125138274
56856,125138276
56857,74393881
56858,74393881
56859,101511464
56860,305157380
56861,125138277
56862,431783006
56863,29597086
56864,29597086
56865,74393881
56866,74393881
56867,125138276
56868,125138276
56869,24390913
56870,24390913
56871,125138275
56872,125138276
56873,125138276
56874,125138275
56875,391115780
56876,391115781
56877,440511143
56878,224510657
56879,224510657
56880,101511464
56881,101511545
56882,101511545
56883,537159391
56884,557114409
56885,431783006
56886,47461730
56887,47461730
56888,42385440
56889,42385440
56890,26486204
56891,26486204
56892,47461730
56893,47461730
56894,19801375
56895,19801375
56896,19801375
56897,19801375
56898,154350011
56899,827658193
56900,19801375
56901,19801375
56902,553153648
56903,553153648
56904,26486204
56905,224814477
56906,59195623
56907,25659151
56908,25659151
56909,561567921
56910,788425538
56911,788425538
56912,25438965
56913,561541693
56914,561541693
56915,224814478
56916,180749599
56917,180749599
56918,26486202
56919,26486202
56920,407469946
56921,31876776
56922,31876776
56923,31876776
56924,31876776
56925,31876776
56926,31876776
56927,31876776
56928,31876776
56929,101511464
56930,101511464
56931,637237256
56932,637237256
56933,31876776
56934,637237256
56935,29259867
56936,718712226
56937,718712227
56938,718712227
56939,107637016
56940,107637016
56941,217138561
56942,217138559
56943,19803315
56944,19803315
56945,47461730
56946,47461730
56947,19846887
56948,545673441
56949,443771082
56950,245435557
56951,245435557
56952,245435557
56953,245435557
56954,26197697
56955,26197697
56956,245435557
56957,245435557
56958,245435557
56959,245435557
56960,245435557
56961,245435557
56962,220579883
56963,220579883
56964,245435557
56965,245435557
56966,42404066
56967,42404066
56968,245435557
56969,245435557
56970,59195623
56971,264306015
56972,80244222
56973,80244222
56974,245435557
56975,245435557
56976,245435557
56977,245435557
56978,245435557
56979,245435557
56980,215846959
56981,215846959
56982,245435557
56983,245435557
56984,245435557
56985,245435557
56986,245435557
56987,245435557
56988,245435557
56989,245435557
56990,245435557
56991,245435557
56992,245435557
56993,245435557
56994,245435557
56995,245435557
56996,245435557
56997,245435557
56998,245435557
56999,245435557
57000,245435557
57001,154350011
57002,245435557
57003,245435557
57004,245435557
57005,245435557
57006,245435557
57007,245435557
57008,224510648
57009,224510648
57010,245435557
57011,245435557
57012,245435557
57013,245435557
57014,245435557
57015,245435557
57016,831144874
57017,831145415
57018,312761459
57019,312761459
57020,26485828
57021,26485828
57022,227468073
57023,312761459
57024,312761459
57025,42288692
57026,42288692
57027,237025869
57028,237025869
57029,120343563
57030,120343563
57031,227468073
57032,312761459
57033,312761459
57034,19846887
57035,42289410
57036,42289410
57037,312761461
57038,312761461
57039,312761461
57040,312761461
57041,312761461
57042,312761461
57043,312761461
57044,312761461
57045,312761461
57046,312761461
57047,312761461
57048,312761461
57049,312761461
57050,312761461
57051,42289410
57052,42289410
57053,173300971
57054,173300971
57055,42289410
57056,42289410
57057,26380683
57058,312761461
57059,312761461
57060,29597066
57061,29597066
57062,448929412
57063,448929412
57064,42290700
57065,42290700
57066,23825058
57067,23825058
57068,41192468
57069,222234019
57070,42290700
57071,42290700
57072,312761461
57073,312761461
57074,47461730
57075,47461730
57076,312761461
57077,312761461
57078,83093382
57079,216231365
57080,82865022
57081,222234019
57082,276667121
57083,276667121
57084,42290700
57085,42290700
57086,623471136
57087,623471136
57088,47461730
57089,47461730
57090,312761461
57091,312761461
57092,759771315
57093,42290700
57094,42290700
57095,216864916
57096,216864917
57097,216864918
57098,216864914
57099,312761461
57100,312761461
57101,148469676
57102,405593992
57103,664691508
57104,664691508
57105,777801053
57106,777801049
57107,777801048
57108,777801052
57109,777801053
57110,666532955
57111,777801049
57112,777801050
57113,777801051
57114,664691510
57115,777801049
57116,664691510
57117,664691510
57118,664691510
57119,664691510
57120,664691510
57121,664691509
57122,664691510
57123,664691510
57124,664691510
57125,312761461
57126,312761461
57127,664691510
57128,664691510
57129,40870368
57130,40870368
57131,40870368
57132,40870368
57133,40870368
57134,40870368
57135,836103926
57136,836103926
57137,40870367
57138,40870367
57139,40870367
57140,534336442
57141,534336442
57142,534336442
57143,40870368
57144,83112737
57145,83112737
57146,400060318
57147,400060339
57148,400060339
57149,400060339
57150,400060339
57151,400060339
57152,26380683
57153,312761461
57154,312761461
57155,42290700
57156,42290700
57157,775416220
57158,775416220
57159,217123204
57160,24390913
57161,24390913
57162,29401366
57163,29401366
57164,828936162
57165,92870220
57166,92870220
57167,29299882
57168,180638314
57169,29299882
57170,216948273
57171,370537828
57172,557654285
57173,557654286
57174,557654284
57175,557654286
57176,775883359
57177,775883359
57178,40872876
57179,775883359
57180,775883359
57181,561541693
57182,561541693
57183,775883359
57184,775883359
57185,775883359
57186,775883359
57187,156513651
57188,156513651
57189,312761461
57190,312761461
57191,156513651
57192,156513651
57193,156513651
57194,156513651
57195,156513651
57196,156513651
57197,156513651
57198,156513651
57199,708056660
57200,708056660
57201,156513651
57202,156513651
57203,156513651
57204,156513651
57205,156513651
57206,156513651
57207,107756259
57208,190123110
57209,190123110
57210,156513651
57211,156513651
57212,156513651
57213,156513651
57214,156513651
57215,156513651
57216,156513651
57217,156513651
57218,217152687
57219,156513651
57220,156513651
57221,156513651
57222,156513651
57223,156513651
57224,156513651
57225,156513651
57226,156513651
57227,156513651
57228,156513651
57229,456151813
57230,456151813
57231,156513651
57232,156513651
57233,156513651
57234,156513651
57235,74524052
57236,93126177
57237,93126177
57238,156513651
57239,156513651
57240,156513651
57241,156513651
57242,42288644
57243,42288644
57244,156513651
57245,156513651
57246,156513651
57247,156513651
57248,74524052
57249,74524052
57250,456151813
57251,456151813
57252,29597066
57253,29597066
57254,156513651
57255,156513651
57256,156513651
57257,156513651
57258,156513651
57259,156513651
57260,636760805
57261,636760805
57262,74524052
57263,74524052
57264,74524052
57265,74524052
57266,636760805
57267,636760805
57268,636760805
57269,636760805
57270,636760805
57271,636760805
57272,74524052
57273,74524052
57274,74524052
57275,42288644
57276,42288644
57277,636760805
57278,636760805
57279,42288644
57280,42288644
57281,55385323
57282,636760805
57283,55385323
57284,55385323
57285,42288644
57286,42288644
57287,55385323
57288,55385323
57289,55385323
57290,55385323
57291,55385323
57292,55385323
57293,42290700
57294,42290700
57295,55385323
57296,55385323
57297,836103926
57298,836103926
57299,144550184
57300,144550184
57301,29401366
57302,836103926
57303,836103926
57304,836103926
57305,836103926
57306,554520195
57307,554520195
57308,836103926
57309,836103926
57310,312761459
57311,312761459
57312,55385418
57313,836103926
57314,236090780
57315,236090780
57316,55385418
57317,55385418
57318,42288644
57319,42288644
57320,42290700
57321,42290700
57322,55385418
57323,55385418
57324,220579890
57325,220579890
57326,55385418
57327,55385418
57328,55385427
57329,312761458
57330,312761459
57331,312761459
57332,55385418
57333,55385418
57334,554520196
57335,554520196
57336,55385418
57337,55385418
57338,312761458
57339,312761458
57340,55385418
57341,55385418
57342,144550184
57343,144550184
57344,55385418
57345,55385418
57346,29401363
57347,55385418
57348,836129770
57349,312761458
57350,312761458
57351,836129770
57352,836129770
57353,836129770
57354,836129770
57355,42290700
57356,42290700
57357,836129770
57358,836129770
57359,836129770
57360,836129770
57361,836129770
57362,836129770
57363,836129770
57364,836129770
57365,312761458
57366,312761458
57367,836129770
57368,836129770
57369,836129770
57370,836129770
57371,55385427
57372,55385427
57373,177077708
57374,177077708
57375,55385427
57376,55385427
57377,55385427
57378,55385427
57379,55385427
57380,55385427
57381,312761459
57382,312761459
57383,55385427
57384,55385427
57385,55385427
57386,55385427
57387,312761458
57388,312761458
57389,19801868
57390,55385427
57391,55385427
57392,55385427
57393,55385427
57394,55385427
57395,55385427
57396,55385427
57397,55385427
57398,55385427
57399,55385427
57400,55385427
57401,55385427
57402,55385427
57403,55385427
57404,312761461
57405,312761461
57406,55385427
57407,55385427
57408,124268425
57409,312761457
57410,42289410
57411,42289410
57412,42289410
57413,42289410
57414,124268425
57415,42289410
57416,42289410
57417,42290700
57418,42290700
57419,26303203
57420,26303203
57421,42289410
57422,42289410
57423,42288644
57424,42288644
57425,22766201
57426,24821283
57427,24821283
57428,24821283
57429,42289410
57430,42289410
57431,24821283
57432,227333677
57433,294858692
57434,42289410
57435,42289410
57436,775416220
57437,775416220
57438,42289410
57439,42289410
57440,42288644
57441,177077713
57442,312761461
57443,312761462
57444,305486169
57445,312761461
57446,312761461
57447,42290700
57448,42290700
57449,227963539
57450,227963539
57451,22766201
57452,22766201
57453,227963539
57454,227963539
57455,227963539
57456,227963539
57457,29597066
57458,29597066
57459,285780176
57460,285780176
57461,37830950
57462,124268401
57463,124268401
57464,26343710
57465,26343710
57466,24821281
57467,83093382
57468,294809238
57469,294809238
57470,26343710
57471,26343710
57472,294809238
57473,29259910
57474,29259910
57475,26343710
57476,26343710
57477,194705023
57478,194705023
57479,224929969
57480,26343710
57481,26343710
57482,161066266
57483,26343710
57484,26343710
57485,195134136
57486,195134136
57487,93126169
57488,229119116
57489,26343710
57490,26343710
57491,24207563
57492,24207563
57493,24207563
57494,24207563
57495,775416220
57496,775416220
57497,26343710
57498,26343710
57499,24207563
57500,24207563
57501,24207563
57502,24207563
57503,288237970
57504,288237970
57505,288237970
57506,288237970
57507,224929969
57508,194705023
57509,194705023
57510,288237970
57511,288237970
57512,288237970
57513,288237970
57514,288237970
57515,288237970
57516,26343710
57517,26343710
57518,345738478
57519,345738478
57520,288237970
57521,288237970
57522,288237970
57523,288237970
57524,288237970
57525,288237970
57526,26343710
57527,26343710
57528,194705023
57529,194705023
57530,28839148
57531,288237970
57532,288237970
57533,288237970
57534,288237970
57535,26343710
57536,26343710
57537,791352302
57538,791352302
57539,791352302
57540,791352302
57541,791352302
57542,791352302
57543,791352302
57544,791352302
57545,791352301
57546,791352301
57547,791352301
57548,791352301
57549,305381848
57550,305381848
57551,305381848
57552,305381848
57553,305381848
57554,305381848
57555,26343710
57556,26343710
57557,305381848
57558,305381848
57559,305381848
57560,305381848
57561,305381848
57562,305381848
57563,305381848
57564,305381848
57565,26343710
57566,305381849
57567,305381849
57568,24207557
57569,24207557
57570,24207567
57571,132654510
57572,24207567
57573,24207567
57574,24207567
57575,24207567
57576,24207567
57577,24207567
57578,24207567
57579,24207567
57580,24207567
57581,24207567
57582,24207567
57583,24207567
57584,224929967
57585,709383814
57586,709383814
57587,709383814
57588,709383814
57589,709383814
57590,709383814
57591,709383814
57592,709383814
57593,24560138
57594,709383814
57595,326384256
57596,326384256
57597,326384257
57598,326384257
57599,326384257
57600,326384257
57601,775416220
57602,775416220
57603,224928186
57604,118204355
57605,118204355
57606,24587542
57607,29087582
57608,163267042
57609,709383813
57610,29597066
57611,29597066
57612,26012691
57613,709383813
57614,26012683
57615,163267058
57616,775416219
57617,775416220
57618,775416219
57619,46168999
57620,371870326
57621,339129494
57622,339129494
57623,153920533
57624,549210383
57625,195137975
57626,195137975
57627,24207565
57628,24207565
57629,24207565
57630,24207565
57631,24207565
57632,24207565
57633,103307171
57634,24207565
57635,24207565
57636,549210383
57637,549210383
57638,103307171
57639,24207565
57640,24207565
57641,24207565
57642,24207565
57643,24207565
57644,24207565
57645,24207565
57646,24207565
57647,118204354
57648,118204354
57649,24207565
57650,24207565
57651,24207565
57652,24207565
57653,24207565
57654,154078449
57655,578646418
57656,31874643
57657,41024655
57658,154078449
57659,41024655
57660,41024655
57661,41024655
57662,41024655
57663,689359241
57664,689359241
57665,288237967
57666,288237967
57667,288237967
57668,288237967
57669,34097068
57670,288237967
57671,578611855
57672,578611855
57673,578611855
57674,578611855
57675,578611855
57676,123726375
57677,123726375
57678,578611855
57679,578611855
57680,578611855
57681,578611855
57682,41024620
57683,288235350
57684,786176442
57685,830830374
57686,830830374
57687,786176442
57688,786176442
57689,41024620
57690,41024620
57691,786176442
57692,786176442
57693,41024620
57694,41024620
57695,41024620
57696,41024620
57697,24950290
57698,24950290
57699,41024609
57700,41024620
57701,41024609
57702,41024609
57703,41024609
57704,41024609
57705,804322767
57706,123726375
57707,123726375
57708,299634088
57709,41024609
57710,41024609
57711,41024609
57712,41024609
57713,41024609
57714,41024609
57715,578611854
57716,578611854
57717,578611854
57718,578611854
57719,286346217
57720,286346217
57721,286346217
57722,286346217
57723,29401363
57724,29401363
57725,29401363
57726,29401363
57727,29401363
57728,55385262
57729,123726375
57730,123726375
57731,24805416
57732,24805416
57733,55385262
57734,55385262
57735,55385262
57736,55385262
57737,123726375
57738,123726375
57739,299634088
57740,55385262
57741,55385262
57742,24805416
57743,24805416
57744,24805416
57745,24805416
57746,173221045
57747,173221045
57748,25528959
57749,39243922
57750,39243922
57751,25528959
57752,25528959
57753,31876755
57754,286346215
57755,286346217
57756,405413276
57757,714458117
57758,83174698
57759,83174698
57760,481465511
57761,83174700
57762,482004493
57763,482004493
57764,120343438
57765,120343438
57766,120343185
57767,482004495
57768,125871027
57769,125871027
57770,482004494
57771,482004494
57772,125871027
57773,125871027
57774,26989322
57775,120343810
57776,683098804
57777,120343662
57778,120343662
57779,224814474
57780,120343661
57781,120343661
57782,234412692
57783,205066742
57784,205066742
57785,234878377
57786,234878377
57787,120343438
57788,120343438
57789,29401363
57790,29401363
57791,482004493
57792,482004493
57793,120343661
57794,120343661
57795,83093590
57796,148469661
57797,40876393
57798,40876393
57799,83174698
57800,120343436
57801,120343436
57802,473832224
57803,83175042
57804,125871027
57805,125871027
57806,83174697
57807,120343438
57808,292689657
57809,292689657
57810,292689657
57811,292689657
57812,29401363
57813,29401363
57814,25944548
57815,827634117
57816,216608614
57817,216608614
57818,216608614
57819,216608614
57820,216608614
57821,216608614
57822,216608614
57823,216608614
57824,216608614
57825,54119039
57826,54119039
57827,83174698
57828,83174698
57829,120343438
57830,120343438
57831,83174698
57832,83174698
57833,188354269
57834,83174698
57835,83174698
57836,120343810
57837,120343810
57838,120343810
57839,482004493
57840,482004493
57841,120343661
57842,120343661
57843,93624627
57844,83174694
57845,83174694
57846,120343436
57847,120343438
57848,120343438
57849,120343438
57850,81391803
57851,81391803
57852,83174693
57853,83093587
57854,7953725
57855,128225077
57856,249376387
57857,249376387
57858,125871027
57859,125871027
57860,128225077
57861,128225077
57862,83334131
57863,389021585
57864,389021585
57865,128225077
57866,128225077
57867,128225077
57868,128225077
57869,29401363
57870,29401363
57871,561541693
57872,561541693
57873,120343436
57874,125871027
57875,125871027
57876,128225077
57877,128225077
57878,83174698
57879,83174698
57880,836129770
57881,836129770
57882,120343438
57883,120343438
57884,120343810
57885,120343810
57886,83174698
57887,83174698
57888,128225077
57889,83174697
57890,83174697
57891,306727433
57892,83174698
57893,83174698
57894,120343438
57895,120343438
57896,370536540
57897,836129770
57898,836129770
57899,125871027
57900,125871027
57901,83174699
57902,83174700
57903,83174700
57904,128225079
57905,83174692
57906,125871015
57907,234939422
57908,482004493
57909,482004493
57910,120343436
57911,120343436
57912,83174697
57913,83174697
57914,120343438
57915,120343438
57916,25932929
57917,25932929
57918,128225079
57919,599581612
57920,599581612
57921,120343209
57922,120343209
57923,125871027
57924,125871027
57925,26464241
57926,26464241
57927,26464241
57928,26464241
57929,305228446
57930,26464241
57931,26464241
57932,120343810
57933,120343810
57934,83174700
57935,120343661
57936,120343811
57937,26464241
57938,26464241
57939,482004493
57940,482004494
57941,482004496
57942,21094573
57943,21094573
57944,345738478
57945,345738478
57946,683098807
57947,683098814
57948,26464241
57949,26464241
57950,26464241
57951,26464241
57952,120343436
57953,120343436
57954,120344631
57955,83174697
57956,83174697
57957,120343811
57958,120343810
57959,120343810
57960,83174698
57961,83174698
57962,482004493
57963,482004493
57964,120343209
57965,482004496
57966,125871027
57967,125871027
57968,83174695
57969,220579881
57970,482004494
57971,120343810
57972,120343810
57973,120343188
57974,120343188
57975,482004495
57976,482004495
57977,40872876
57978,40872876
57979,690664214
57980,690664214
57981,690664214
57982,235878753
57983,235878753
57984,240363022
57985,690664216
57986,690664216
57987,553076986
57988,553076986
57989,553076986
57990,553076986
57991,553076986
57992,553076986
57993,553076986
57994,553076986
57995,553076986
57996,553076986
57997,553076986
57998,553076986
57999,546566861
58000,546566861
58001,22766218
58002,22766283
58003,22766283
58004,22766283
58005,82206922
58006,233544045
58007,133052844
58008,133052844
58009,81391803
58010,81391803
58011,343791934
58012,499496699
58013,83093587
58014,217123214
58015,22766283
58016,22766283
58017,120286318
58018,22766283
58019,22766283
58020,22766283
58021,22766283
58022,22766283
58023,22766283
58024,22766283
58025,22766283
58026,22766283
58027,22766283
58028,533993283
58029,22766283
58030,22766283
58031,120286293
58032,120286293
58033,29597086
58034,29597086
58035,29401363
58036,29401363
58037,29401366
58038,120286318
58039,120286318
58040,120286318
58041,120286318
58042,120286318
58043,120286318
58044,225023272
58045,120286318
58046,120286318
58047,120286318
58048,120286318
58049,120286318
58050,120286318
58051,120286318
58052,120286318
58053,120286318
58054,120286318
58055,120286318
58056,120286318
58057,120286318
58058,120286318
58059,120286318
58060,120286318
58061,120286318
58062,120286318
58063,120286318
58064,120286318
58065,120286318
58066,120286318
58067,345779881
58068,120286318
58069,120286318
58070,120286318
58071,120286318
58072,120286318
58073,120286318
58074,120286318
58075,120286318
58076,120286318
58077,120286318
58078,331054040
58079,642488698
58080,642488698
58081,642488698
58082,120286318
58083,120286318
58084,120286318
58085,120286318
58086,120286318
58087,120286318
58088,120286318
58089,120286318
58090,147579540
58091,147579540
58092,546411763
58093,120286318
58094,120286318
58095,120286318
58096,120286318
58097,120286318
58098,120286318
58099,120286318
58100,120286318
58101,120286318
58102,120286318
58103,120286318
58104,120286318
58105,120286318
