,osmid
8886,178556540
8887,178556540
8888,25042019
8889,4910495
8890,24363742
8891,24363742
8892,151894513
8893,173489527
8894,173489527
8895,322147264
8896,322147264
8897,37827138
8898,144828824
8899,76761891
8900,76761891
8901,215475106
8902,215475106
8903,215475106
8904,215475106
8905,215475106
8906,215475106
8907,215475106
8908,215475106
8909,215475106
8910,215475106
8911,338179045
8912,338179045
8913,338179045
8914,338179045
8915,109382824
8916,109382824
8917,215475106
8918,109382824
8919,109382824
8920,338179045
8921,338179045
8922,109382824
8923,109382824
8924,195134136
8925,195134136
8926,195134136
8927,195134136
8928,195134136
8929,195134136
8930,195134136
8931,195134136
8932,109382824
8933,109382824
8934,40719985
8935,109382824
8936,788380114
8937,195134136
8938,195134136
8939,195134136
8940,195134136
8941,195134136
8942,195134136
8943,195134136
8944,195134136
8945,787062521
8946,787062521
8947,217300262
8948,26386669
8949,236673269
8950,236673269
8951,436951981
8952,163501390
8953,457886720
8954,788425539
8955,828824046
8956,828824438
8957,828265264
8958,163501389
8959,163501389
8960,721223709
8961,759629759
8962,554492181
8963,554492181
8964,31876768
8965,31876768
8966,38321612
8967,38282404
8968,38282404
8969,41445343
8970,41445343
8971,38282404
8972,31876768
8973,31876768
8974,31876768
8975,31876768
8976,31876768
8977,218414140
8978,75391391
8979,75391391
8980,825472426
8981,825472426
8982,781194414
8983,781194414
8984,781194414
8985,781194414
8986,31876768
8987,31876768
8988,153920527
8989,153920527
8990,107361420
8991,107361420
8992,552832258
8993,552832258
8994,430882089
8995,430882089
8996,54119034
8997,54119034
8998,369346124
8999,369346124
9000,369346124
9001,369346124
9002,331111577
9003,512551738
9004,436951981
9005,436951981
9006,229225622
9007,84968028
9008,140247799
9009,116236339
9010,116236339
9011,157965114
9012,157965114
9013,216211357
9014,229113619
9015,153920533
9016,153920533
9017,153920526
9018,153920526
9019,229072655
9020,721223709
9021,721223709
9022,209289359
9023,229113617
9024,37636665
9025,369346124
9026,369346124
9027,26373306
9028,26373306
9029,209289359
9030,229225617
9031,216211357
9032,229072645
9033,229225617
9034,4910494
9035,153920526
9036,153920526
9037,577519877
9038,29271670
9039,29271670
9040,229113619
9041,29271670
9042,29271670
9043,584955629
9044,721223709
9045,721223709
9046,623047713
9047,107361420
9048,107361420
9049,721223709
9050,721223709
9051,525445531
9052,525445531
9053,312761459
9054,312761459
9055,721223709
9056,721223709
9057,153920526
9058,153920526
9059,107361420
9060,153920526
9061,153920526
9062,721223709
9063,721223709
9064,33280385
9065,33280385
9066,129691847
9067,129691847
9068,721223709
9069,721223709
9070,131069317
9071,721223709
9072,721223709
9073,829330957
9074,829330958
9075,721223709
9076,721223709
9077,153672339
9078,153672339
9079,174333653
9080,174333653
9081,217123218
9082,4910494
9083,344316476
9084,344316476
9085,93227352
9086,206880023
9087,206880053
9088,720378003
9089,723009817
9090,723009817
9091,25438328
9092,552853687
9093,723009812
9094,726004486
9095,217009090
9096,217009090
9097,224682943
9098,224682943
9099,224025497
9100,264012834
9101,107361420
9102,107361420
9103,26464247
9104,26464247
9105,654054554
9106,26464241
9107,26464241
9108,177842508
9109,93167166
9110,93167166
9111,292689657
9112,292689657
9113,525445531
9114,525445531
9115,831723593
9116,623047713
9117,229225622
9118,525445531
9119,525445531
9120,285780181
9121,285780181
9122,146060571
9123,146060571
9124,146060571
9125,146060571
9126,55233866
9127,55233866
9128,107361420
9129,107361420
9130,553132797
9131,553132797
9132,525445531
9133,525445531
9134,157165253
9135,25805689
9136,25805689
9137,157165253
9138,76890804
9139,76890804
9140,76890804
9141,76890804
9142,153920526
9143,153920526
9144,54051799
9145,54051799
9146,25517372
9147,82749519
9148,82749519
9149,29401079
9150,29401079
9151,76246285
9152,726196803
9153,24365262
9154,24365262
9155,54051799
9156,54051799
9157,638976586
9158,4910495
9159,29597695
9160,29597695
9161,715181776
9162,715181776
9163,101326682
9164,101326682
9165,715181776
9166,715181776
9167,101326682
9168,101326682
9169,153920526
9170,153920526
9171,21888979
9172,733399300
9173,683362980
9174,683362980
9175,153920526
9176,153920526
9177,29331113
9178,29331113
9179,234877470
9180,234877470
9181,234877470
9182,234877470
9183,29331053
9184,29331053
9185,234877470
9186,234877470
9187,102460291
9188,31764485
9189,31764485
9190,31764485
9191,31764485
9192,591606416
9193,591606416
9194,31764485
9195,31764485
9196,31764485
9197,31764485
9198,456684425
9199,456684425
9200,735363504
9201,735363504
9202,189431075
9203,456684425
9204,122694168
9205,654313136
9206,654313137
9207,163381072
9208,163381072
9209,667625917
9210,667625917
9211,667625917
9212,667625917
9213,667625917
9214,667625917
9215,216656198
9216,219511193
9217,216656201
9218,216656197
9219,314486952
9220,29331053
9221,29331053
9222,128468727
9223,128468727
9224,128468727
9225,128468727
9226,144550179
9227,144550179
9228,719549688
9229,232686865
9230,232686867
9231,232686867
9232,232686867
9233,552853680
9234,552853682
9235,720475841
9236,720475840
9237,720475840
9238,720475839
9239,720475839
9240,24805416
9241,93227332
9242,720475838
9243,24805416
9244,24805416
9245,24805416
9246,24805416
9247,256630848
9248,256630848
9249,40719986
9250,40719986
9251,24805416
9252,25349200
9253,720477895
9254,720477895
9255,720477895
9256,720477895
9257,720477895
9258,720477895
9259,720477895
9260,720477895
9261,720477895
9262,24805416
9263,24805416
9264,775416220
9265,775416220
9266,29338862
9267,215887763
9268,25946342
9269,435109411
9270,435109411
9271,155725944
9272,155725944
9273,29331053
9274,29331053
9275,117386955
9276,117386955
9277,775416219
9278,775416219
9279,775416219
9280,775416219
9281,775416219
9282,775416219
9283,277117070
9284,217197483
9285,546411763
9286,821638402
9287,19843349
9288,19843349
9289,220010275
9290,19843349
9291,19843572
9292,217472547
9293,19843701
9294,217197489
9295,217472549
9296,80526321
9297,117386959
9298,365151260
9299,535723940
9300,365151259
9301,430292700
9302,28289216
9303,76431112
9304,76431112
9305,292300762
9306,547256631
9307,547256631
9308,26343935
9309,26343935
9310,216940975
9311,216940975
9312,216940975
9313,216940975
9314,76431112
9315,76431112
9316,76431112
9317,76431112
9318,205108010
9319,76431112
9320,76431112
9321,25367091
9322,797806849
9323,797806849
9324,702615079
9325,702615079
9326,28289232
9327,536574479
9328,536574479
9329,28289235
9330,217197493
9331,28289236
9332,552854765
9333,217197493
9334,28289238
9335,552854765
9336,28289245
9337,28289232
9338,28289238
9339,741685836
9340,813747027
9341,28289235
9342,759771315
9343,28289238
9344,153920538
9345,153920538
9346,455194081
9347,455194082
9348,331319241
9349,331319241
9350,28289236
9351,455194082
9352,46619385
9353,46619385
9354,455194082
9355,435109411
9356,435109411
9357,19803311
9358,46619385
9359,46619385
9360,46619385
9361,46619385
9362,46619385
9363,46619385
9364,46619386
9365,435109411
9366,435109411
9367,46619386
9368,46619386
9369,46619386
9370,28289243
9371,28289245
9372,217197489
9373,109373135
9374,109373135
9375,365151260
9376,41937371
9377,41937371
9378,109373137
9379,109373137
9380,123768456
9381,109373135
9382,123768446
9383,262614153
9384,109373135
9385,109373137
9386,340077194
9387,262614153
9388,262614153
9389,262614153
9390,262614153
9391,262614153
9392,262614153
9393,245538428
9394,245538428
9395,109373135
9396,109373135
9397,262614153
9398,262614153
9399,109373136
9400,245538428
9401,245538428
9402,80877972
9403,80877972
9404,25117108
9405,109373137
9406,109373137
9407,74394374
9408,109373137
9409,109648472
9410,109373136
9411,123768456
9412,340077194
9413,109373137
9414,109373137
9415,123768446
9416,263987874
9417,379091745
9418,379091745
9419,189689016
9420,189689016
9421,189689016
9422,189689016
9423,189689016
9424,189689016
9425,189689016
9426,189689016
9427,25049286
9428,25049288
9429,25049288
9430,25049288
9431,25049288
9432,25049288
9433,25049288
9434,25049288
9435,284104155
9436,284104155
9437,217499916
9438,217499916
9439,217499916
9440,217499916
9441,692469260
9442,832568823
9443,224904417
9444,224904417
9445,224904417
9446,224904417
9447,224904417
9448,224904417
9449,224904417
9450,224904417
9451,435109411
9452,435109411
9453,224904417
9454,224904417
9455,224904417
9456,224904417
9457,224904420
9458,224904417
9459,224904420
9460,435109411
9461,435109411
9462,801004451
9463,801004451
9464,247804543
9465,247804543
9466,247804543
9467,247804543
9468,247804543
9469,247804543
9470,110846972
9471,110846972
9472,80719679
9473,80719679
9474,80719679
9475,80719679
9476,80719679
9477,80719679
9478,80719679
9479,80719679
9480,80719679
9481,80719679
9482,224904420
9483,224904417
9484,224904417
9485,224904420
9486,224904417
9487,224904417
9488,224904420
9489,224904417
9490,224904420
9491,224904417
9492,224904417
9493,224904420
9494,435109411
9495,435109411
9496,224904417
9497,224904420
9498,224904417
9499,224904420
9500,224904417
9501,224904420
9502,224904417
9503,224904420
9504,224904417
9505,224904417
9506,224904420
9507,277424367
9508,835374408
9509,224904417
9510,224904417
9511,224904417
9512,224904420
9513,224904417
9514,224904420
9515,224904420
9516,358092457
9517,27856175
9518,27856175
9519,224904420
9520,27856175
9521,27856175
9522,27856173
9523,27856173
9524,713823375
9525,21146578
9526,21146578
9527,835048397
9528,835048397
9529,163737879
9530,252950121
9531,252950121
9532,252950121
9533,41024609
9534,578611854
9535,252950121
9536,252950121
9537,590568361
9538,590568361
9539,574844843
9540,574844843
9541,31874360
9542,288235350
9543,574844843
9544,288235350
9545,288235350
9546,288235350
9547,288235350
9548,288235350
9549,288235350
9550,288235350
9551,288235350
9552,31874360
9553,31874360
9554,31874360
9555,31874360
9556,31874360
9557,31874360
9558,24157447
9559,24157447
9560,22766283
9561,22766283
9562,120286939
9563,552853689
9564,552853689
9565,787062521
9566,787062521
9567,256630848
9568,256630848
9569,787062521
9570,787062521
9571,48373492
9572,48373492
9573,41024620
9574,41024620
9575,24392012
9576,94092847
9577,94092847
9578,606177932
9579,606177932
9580,606177932
9581,606177932
9582,722269709
9583,722269709
9584,40764851
9585,300856026
9586,300856026
9587,288235350
9588,288235350
9589,31874360
9590,31874360
9591,31874374
9592,31874374
9593,163262896
9594,163262896
9595,154078453
9596,154078453
9597,163262896
9598,26485271
9599,26485271
9600,26485271
9601,26485271
9602,162961090
9603,162961090
9604,31874376
9605,31874376
9606,31874376
9607,510214153
9608,510214153
9609,510214154
9610,189431087
9611,510214154
9612,562314533
9613,562314533
9614,189431087
9615,189431087
9616,189431087
9617,189431087
9618,189431087
9619,189431087
9620,189431087
9621,189431087
9622,154078453
9623,189431087
9624,345738486
9625,24186905
9626,24186905
9627,31874377
9628,31874377
9629,31874377
9630,31874378
9631,31874377
9632,31874377
9633,31874382
9634,31874377
9635,31874377
9636,31874377
9637,31874377
9638,31874377
9639,31874377
9640,31874377
9641,31874377
9642,31874377
9643,31874377
9644,31874377
9645,31874377
9646,31874377
9647,31874377
9648,31874377
9649,31874377
9650,75391391
9651,75391391
9652,31874378
9653,31874379
9654,31874379
9655,80728473
9656,80728473
9657,24186905
9658,24186905
9659,31874379
9660,231614778
9661,231614778
9662,31874379
9663,31874379
9664,31874377
9665,31874377
9666,31874380
9667,231614778
9668,231614778
9669,31874379
9670,28120042
9671,28120042
9672,31874380
9673,31874380
9674,407016854
9675,407016854
9676,31874380
9677,31874380
9678,31874380
9679,31874381
9680,702195450
9681,702195450
9682,78164497
9683,78164497
9684,31874381
9685,31874382
9686,31874382
9687,31874382
9688,31874382
9689,407016854
9690,407016854
9691,31874382
9692,31874382
9693,31874382
9694,31874382
9695,31874382
9696,31874382
9697,31874382
9698,31874382
9699,31874382
9700,31874383
9701,31874383
9702,24186905
9703,24186905
9704,31874383
9705,31874383
9706,31874383
9707,31874383
9708,31874383
9709,31874383
9710,31874383
9711,31874383
9712,31874383
9713,31874384
9714,342374226
9715,31874383
9716,75391391
9717,75391391
9718,31874383
9719,31874383
9720,31874384
9721,31874384
9722,31874384
9723,31874384
9724,31874384
9725,31874384
9726,31874384
9727,31874384
9728,31874384
9729,31874384
9730,31874384
9731,31874384
9732,31874384
9733,31874384
9734,31874384
9735,75391387
9736,75391387
9737,19803469
9738,75391387
9739,75391387
9740,453923703
9741,453923703
9742,41151831
9743,41151831
9744,41151831
9745,41151831
9746,41151831
9747,41151831
9748,41151831
9749,29228657
9750,29228657
9751,40764841
9752,40764841
9753,28013871
9754,28013871
9755,40764848
9756,40764848
9757,82902735
9758,82902735
9759,40764848
9760,40764848
9761,215887786
9762,636472922
9763,40764848
9764,40764848
9765,24805258
9766,40764848
9767,40764848
9768,106956914
9769,26342685
9770,40764848
9771,40764848
9772,116688055
9773,319911501
9774,319911501
9775,319911501
9776,319911501
9777,26294235
9778,768892447
9779,768892447
9780,151500568
9781,763189986
9782,161066194
9783,161066194
9784,763189985
9785,763189986
9786,83177644
9787,83177644
9788,108352259
9789,196713931
9790,312050146
9791,26294237
9792,151500568
9793,151500568
9794,83177644
9795,83177644
9796,26294239
9797,26294246
9798,26294246
9799,154995745
9800,83177644
9801,688996379
9802,688996379
9803,536722504
9804,536722504
9805,536722504
9806,331111568
9807,331111568
9808,331111568
9809,331111568
9810,173292470
9811,173292470
9812,173292470
9813,173292470
9814,331111568
9815,331111568
9816,331914380
9817,173292470
9818,173292470
9819,151500568
9820,151500568
9821,173277192
9822,173277192
9823,106739998
9824,106739998
9825,435109411
9826,435109411
9827,26294243
9828,362550079
9829,830010636
9830,776390792
9831,776390792
9832,188354269
9833,188354269
9834,128241825
9835,128241825
9836,288853698
9837,157564147
9838,157564147
9839,224814477
9840,224814476
9841,224814476
9842,431783006
9843,431783006
9844,224814473
9845,224814473
9846,431783006
9847,224814473
9848,224814476
9849,683098807
9850,683098807
9851,224814473
9852,431783006
9853,224814473
9854,431783006
9855,224814473
9856,431783006
9857,431783006
9858,173292450
9859,173292450
9860,21620612
9861,24392524
9862,435109411
9863,26464247
9864,26464247
9865,435109411
9866,435109411
9867,173292450
9868,173292450
9869,173292450
9870,173292450
9871,29597533
9872,29597533
9873,157567182
9874,157567182
9875,29597533
9876,29597533
9877,29597695
9878,29597695
9879,128280519
9880,128280519
9881,173292450
9882,173292450
9883,29597533
9884,29597533
9885,173292450
9886,173292450
9887,29597533
9888,29597533
9889,29597533
9890,29597533
9891,109599476
9892,120286316
9893,120286316
9894,29597533
9895,29597533
9896,120286316
9897,120286316
9898,173292450
9899,173292450
9900,29597533
9901,29597533
9902,120286316
9903,120286316
9904,120286316
9905,120286316
9906,120286316
9907,120286316
9908,173292450
9909,173292450
9910,29597533
9911,29597533
9912,120286305
9913,120286305
9914,120286316
9915,29597695
9916,29597695
9917,173292450
9918,173292450
9919,29597533
9920,29597695
9921,29597695
9922,29597695
9923,29597695
9924,173292450
9925,173292450
9926,173292450
9927,173292450
9928,718861851
9929,718861851
9930,718861852
9931,80877965
9932,80877965
9933,802226384
9934,802226384
9935,80877964
9936,80877969
9937,80877969
9938,80877964
9939,80877964
9940,80877970
9941,153672339
9942,153672339
9943,153672339
9944,153672339
9945,780899056
9946,780899056
9947,26303357
9948,80877963
9949,561541693
9950,561541693
9951,80877965
9952,80877965
9953,802226384
9954,802226384
9955,80877969
9956,80877969
9957,47401198
9958,47401198
9959,589092473
9960,780899056
9961,780899056
9962,80877963
9963,80877972
9964,780899054
9965,780899055
9966,689359241
9967,689359241
9968,290130584
9969,290130584
9970,80877967
9971,80877967
9972,28238723
9973,28238723
9974,80877964
9975,80877964
9976,28238723
9977,28238723
9978,780899054
9979,780899054
9980,80877967
9981,802226384
9982,802226388
9983,290130584
9984,290130584
9985,290130584
9986,290130584
9987,26386669
9988,290130584
9989,290130584
9990,290130584
9991,290130584
9992,290130584
9993,290130584
9994,290130584
9995,290130584
9996,247804549
9997,290130584
9998,780899053
9999,80877972
10000,407820266
10001,801399751
10002,407820266
10003,407820266
10004,25379553
10005,187287047
10006,407820266
10007,780899056
10008,780899056
10009,26373308
10010,26373308
10011,80877966
10012,80877966
10013,80877967
10014,80877967
10015,26332300
10016,26332300
10017,80877965
10018,80877966
10019,191197572
10020,191197572
10021,802226384
10022,802226384
10023,375960172
10024,375960172
10025,375960172
10026,375960172
10027,26373311
10028,26373311
10029,802226384
10030,802226384
10031,76761686
10032,76761686
10033,80877969
10034,80877969
10035,93759489
10036,93759489
10037,780899056
10038,780899056
10039,80877963
10040,80877963
10041,759989563
10042,80877967
10043,80877967
10044,80877964
10045,80877964
10046,780899054
10047,780899054
10048,93759492
10049,93759492
10050,802226384
10051,802226384
10052,76761686
10053,76761686
10054,780899055
10055,780899055
10056,80877967
10057,80877967
10058,80877969
10059,780899054
10060,780899056
10061,80877972
10062,80877972
10063,62456951
10064,62456951
10065,80877966
10066,80877966
10067,22813651
10068,22813651
10069,22813621
10070,22813621
10071,755186523
10072,755186523
10073,561541693
10074,561541693
10075,54051797
10076,564127866
10077,743435070
10078,743435070
10079,564127866
10080,564127866
10081,564127866
10082,564127866
10083,564127866
10084,54051797
10085,54051797
10086,54051798
10087,54051798
10088,54051798
10089,54051798
10090,80526322
10091,187287047
10092,25046862
10093,120342354
10094,120342354
10095,145591753
10096,120342354
10097,120342354
10098,26343932
10099,26343932
10100,145591753
10101,145591753
10102,80907278
10103,80907278
10104,199195192
10105,199195192
10106,330623980
10107,330623980
10108,330623979
10109,330623979
10110,26465733
10111,599988173
10112,599988173
10113,26465733
10114,720475838
10115,720475839
10116,720475840
10117,720475841
10118,26465734
10119,120286767
10120,120286767
10121,120286767
10122,120286767
10123,93759466
10124,93759466
10125,120286764
10126,120286764
10127,93759489
10128,93759489
10129,26294246
10130,26294246
10131,26770605
10132,26770605
10133,114324801
10134,713092111
10135,26770605
10136,26770605
10137,247804549
10138,247804549
10139,290130584
10140,290130584
10141,290130584
10142,290130584
10143,290130584
10144,290130584
10145,290130584
10146,290130584
10147,26303203
10148,26303203
10149,310080909
10150,82215366
10151,290130584
10152,290130584
10153,290130584
10154,290130584
10155,290130584
10156,290130584
10157,290130584
10158,290130584
10159,290130584
10160,290130584
10161,290130584
10162,290130584
10163,290130584
10164,290130584
10165,48290484
10166,235673099
10167,235673099
10168,235673099
10169,235673099
10170,235673099
10171,235673099
10172,109440976
10173,186071626
10174,220579880
10175,235673099
10176,83176920
10177,220579880
10178,220579880
10179,220579880
10180,220579880
10181,162843071
10182,162843071
10183,25021239
10184,552853683
10185,552853683
10186,552853681
10187,552853682
10188,83178635
10189,83178635
10190,28804197
10191,28804197
10192,28804197
10193,28804197
10194,83178635
10195,83178635
10196,28804197
10197,28804197
10198,28804197
10199,28804197
10200,28804197
10201,28804197
10202,24805542
10203,24805542
10204,174336826
10205,722270644
10206,735363506
10207,735363506
10208,750532651
10209,199195192
10210,199195192
10211,315168832
10212,224510679
10213,107268174
10214,107268174
10215,107268174
10216,107268174
10217,769709808
10218,769709808
10219,769709808
10220,769709808
10221,769709808
10222,769709809
10223,769709809
10224,769709809
10225,769709809
10226,769709809
10227,368987982
10228,368987982
10229,305228444
10230,305228444
10231,484943468
10232,480262168
10233,480262168
10234,109599467
10235,109599467
10236,113757485
10237,113757485
10238,113757485
10239,113757485
10240,80957853
10241,102453729
10242,102453729
10243,80244222
10244,80244222
10245,42383675
10246,42383675
10247,102453729
10248,102453729
10249,102453729
10250,102453729
10251,102453729
10252,102453729
10253,394185603
10254,28120037
10255,28120037
10256,394185604
10257,394185604
10258,394185604
10259,394185603
10260,394185603
10261,394185604
10262,394185604
10263,394185604
10264,394185603
10265,128172773
10266,128172773
10267,260028416
10268,260028416
10269,25318847
10270,25318847
10271,42289812
10272,42289812
10273,25318846
10274,25318846
10275,260028416
10276,260028416
10277,260028416
10278,260028416
10279,260028416
10280,260028416
10281,181317561
10282,368987995
10283,288631338
10284,288631340
10285,82800563
10286,140562056
10287,140562056
10288,80877964
10289,80877964
10290,80877964
10291,80877964
10292,128172773
10293,128172773
10294,80719681
10295,80719681
10296,768892447
10297,768892447
10298,80877964
10299,80877964
10300,768892447
10301,768892447
10302,80877964
10303,80877964
10304,80877964
10305,80877964
10306,148073488
10307,229117993
10308,80244233
10309,453944849
10310,80877964
10311,80877964
10312,26295191
10313,26295191
10314,229072649
10315,339129504
10316,339129504
10317,51231492
10318,550802630
10319,787062521
10320,787062521
10321,768892448
10322,768892448
10323,214333549
10324,214333549
10325,214333549
10326,214333549
10327,80877964
10328,80877964
10329,26294246
10330,26294246
10331,80877964
10332,80877964
10333,453921711
10334,290130584
10335,290130584
10336,266911040
10337,26295191
10338,26295191
10339,451785948
10340,451785948
10341,229117995
10342,333887496
10343,229117995
10344,551232744
10345,266911040
10346,24164600
10347,244968830
10348,244968843
10349,26466624
10350,26466624
10351,266911040
10352,80257841
10353,54051799
10354,266911040
10355,451785948
10356,26294235
10357,26294235
10358,26294237
10359,26294237
10360,26294237
10361,26294237
10362,26294237
10363,26294237
10364,26294237
10365,26294237
10366,26294237
10367,26294237
10368,26294237
10369,26294237
10370,26294237
10371,26294237
10372,229072656
10373,80244228
10374,49857528
10375,692096459
10376,28013340
10377,692096460
10378,692096460
10379,54051798
10380,54051798
10381,240431007
10382,240431007
10383,240431007
10384,240431007
10385,288644067
10386,720920935
10387,240431007
10388,240431007
10389,240431007
10390,240431007
10391,240431007
10392,240431007
10393,240431007
10394,240431007
10395,216211396
10396,216211396
10397,240431007
10398,240431007
10399,240431007
10400,240431007
10401,120345743
10402,120345743
10403,473269549
10404,473269549
10405,229076154
10406,216211396
10407,216211396
10408,176933582
10409,176933582
10410,42403908
10411,42403908
10412,176933582
10413,216211396
10414,216211396
10415,216211438
10416,229072648
10417,82800628
10418,82800628
10419,80244198
10420,80244198
10421,229113622
10422,216211438
10423,229076156
10424,80244198
10425,80244198
10426,236289815
10427,216211396
10428,216211396
10429,216211438
10430,304948516
10431,304948516
10432,304948516
10433,373371287
10434,304948516
10435,304948516
10436,216211438
10437,62456947
10438,62456947
10439,82865022
10440,780899054
10441,780899054
10442,41401466
10443,41401466
10444,29131665
10445,30038325
10446,37764676
10447,37764676
10448,37764676
10449,37764676
10450,495252861
10451,495252861
10452,30038320
10453,154048913
10454,216211438
10455,229076157
10456,229120768
10457,216211396
10458,216211396
10459,229076158
10460,453944846
10461,80244226
10462,216211396
10463,216211396
10464,216211396
10465,216211396
10466,44132557
10467,44132557
10468,112285977
10469,112285977
10470,19801632
10471,19801632
10472,216211396
10473,216211396
10474,714458122
10475,216211396
10476,216211396
10477,216211396
10478,216211396
10479,256630848
10480,256630848
10481,256630848
10482,256630848
10483,256630848
10484,256630848
10485,216211396
10486,216211396
10487,166874857
10488,166874857
10489,209286059
10490,209286059
10491,237023070
10492,427109276
10493,427109276
10494,317163362
10495,427109276
10496,827668695
10497,427109276
10498,427109276
10499,29349590
10500,91212041
10501,195550161
10502,216211396
10503,216211396
10504,304948516
10505,304948516
10506,304948516
10507,304948516
10508,304948516
10509,304948516
10510,31763026
10511,31763026
10512,427109276
10513,427109276
10514,427109276
10515,427109276
10516,692096474
10517,692096474
10518,233046646
10519,233046646
10520,427109276
10521,427109276
10522,29286357
10523,29358957
10524,533562766
10525,427109276
10526,427109276
10527,427109276
10528,427109276
10529,19801715
10530,19801715
10531,216211396
10532,216211396
10533,31763026
10534,31763026
10535,29286357
10536,314486951
10537,29286357
10538,314486951
10539,314486950
10540,454742450
10541,29131670
10542,30038325
10543,37764676
10544,24336621
10545,216211396
10546,216211396
10547,24787978
10548,292682448
10549,157965114
10550,157965114
10551,216211396
10552,24392758
10553,24392758
10554,350876286
10555,29725085
10556,29725085
10557,29725085
10558,29725085
10559,544616476
10560,544616476
10561,220579880
10562,220579880
10563,220579880
10564,220579880
10565,787062521
10566,787062521
10567,787062521
10568,787062521
10569,186952087
10570,692096460
10571,692096460
10572,46203331
10573,46203331
10574,46203331
10575,46203331
10576,25379572
10577,25379572
10578,25379555
10579,31875324
10580,31875324
10581,120286773
10582,120286773
10583,120286773
10584,120286773
10585,560831465
10586,25379569
10587,25379569
10588,120286767
10589,120286767
10590,560831465
10591,109599467
10592,109599467
10593,24207561
10594,560831465
10595,560831465
10596,226764937
10597,226764937
10598,226764937
10599,226764937
10600,226764937
10601,226764937
10602,158435382
10603,158435382
10604,158435382
10605,158435382
10606,158435382
10607,158435382
10608,651187864
10609,651187864
10610,25379550
10611,25379550
10612,226764937
10613,226764937
10614,226764937
10615,226764937
10616,226764937
10617,226764937
10618,226764937
10619,26465743
10620,26465743
10621,26465743
10622,26465746
10623,808751132
10624,808751132
10625,34097226
10626,34097226
10627,288631339
10628,80728475
10629,170228920
10630,34097226
10631,34097226
10632,385235852
10633,385235852
10634,345738511
10635,345738511
10636,227642499
10637,227642499
10638,385235852
10639,26277063
10640,91581476
10641,91581476
10642,158256247
10643,158256247
10644,57134673
10645,57134673
10646,57134673
10647,57134673
10648,29333779
10649,29333779
10650,50288002
10651,50288002
10652,160141121
10653,160141121
10654,216231372
10655,226764937
10656,226764937
10657,226764937
10658,226764937
10659,226764937
10660,226764937
10661,226764937
10662,226764937
10663,226764937
10664,226764937
10665,226764937
10666,226764937
10667,229120766
10668,226764937
10669,226764937
10670,226764937
10671,226764937
10672,226764937
10673,226764937
10674,226764937
10675,226764937
10676,226764937
10677,226764937
10678,160141121
10679,160141121
10680,226764937
10681,226764937
10682,37764749
10683,226764937
10684,226764937
10685,216211337
10686,560831465
10687,560831465
10688,157965114
10689,157965114
10690,560831465
10691,560831465
10692,560831465
10693,560831465
10694,216211358
10695,560831465
10696,560831465
10697,57134673
10698,57134673
10699,116236339
10700,229113617
10701,31875663
10702,179012306
10703,179012306
10704,642488697
10705,642488697
10706,26542320
10707,26542320
10708,126106956
10709,126356601
10710,216211396
10711,420225242
10712,425777851
10713,736255235
10714,736255235
10715,216211396
10716,216211396
10717,26463385
10718,26463385
10719,24186905
10720,24186905
10721,152517935
10722,152517935
10723,153775830
10724,153775830
10725,305381848
10726,305381848
10727,153775830
10728,158256247
10729,158256247
10730,216211396
10731,216211396
10732,216211396
10733,216211396
10734,157965114
10735,157965114
10736,216211396
10737,216211396
10738,216211396
10739,216211396
10740,552832261
10741,552832261
10742,29333763
10743,29333763
10744,163262896
10745,29745486
10746,29745486
10747,116232163
10748,305381848
10749,305381848
10750,45818256
10751,45818256
10752,24805415
10753,29333779
10754,29333779
10755,51231487
10756,51231487
10757,26542317
10758,26542317
10759,229121339
10760,453926532
10761,253298657
10762,253298657
10763,55694417
10764,37764749
10765,27090946
10766,216211333
10767,216211334
10768,157868814
10769,54106541
10770,253445649
10771,253445649
10772,42404053
10773,42404053
10774,54106541
10775,54106541
10776,176933580
10777,176933580
10778,198989608
10779,198989608
10780,216211334
10781,37697985
10782,37697985
10783,198989558
10784,198989558
10785,67558685
10786,67558685
10787,198989558
10788,198989558
10789,45965838
10790,45965838
10791,198989558
10792,198989558
10793,216211334
10794,155190161
10795,155190161
10796,216211334
10797,229121340
10798,198989558
10799,198989558
10800,216211333
10801,198989558
10802,198989558
10803,80728202
10804,216211332
10805,42403908
10806,42403908
10807,80728202
10808,80728202
10809,80728202
10810,80728202
10811,198989558
10812,790778862
10813,790778860
10814,790778861
10815,790778862
10816,25713536
10817,25713536
10818,29349643
10819,29349643
10820,29349643
10821,29349643
10822,29349643
10823,29349643
10824,29349643
10825,29349643
10826,29349643
10827,152517935
10828,162961090
10829,216211332
10830,126356601
10831,126356601
10832,216211333
10833,29349643
10834,29349643
10835,515436552
10836,367503345
10837,253446002
10838,253446002
10839,319537079
10840,319537079
10841,319537079
10842,319537079
10843,319537079
10844,319537079
10845,319537079
10846,319537079
10847,319537079
10848,319537079
10849,319537079
10850,319537079
10851,253446002
10852,790778860
10853,229225614
10854,552854768
10855,829762115
10856,25752806
10857,229225616
10858,162767474
10859,162767474
10860,229225620
10861,234878377
10862,234878377
10863,209289360
10864,93167136
10865,209286058
10866,209286057
10867,517796043
10868,517796043
10869,681074989
10870,681074989
10871,681124464
10872,828280634
10873,681124464
10874,681124464
10875,681124464
10876,681124464
10877,681124464
10878,828282794
10879,831237635
10880,24164604
10881,824958772
10882,831237635
10883,831237635
10884,517796043
